phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
721.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7556	7	7549	0.992373887	0.022631022	38	 [Error: < 15  cases or controls]	NA	NA	NA	Spondylosis with myelopathy	musculoskeletal
721.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7552	3	7549	0.99317749	0.022510593	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other allied disorders of spine	musculoskeletal
722	rs4266947_T	NA	NA	NA	NA	NA	logistic	7560	11	7549	0.992841102	0.02255291	38	 [Error: < 15  cases or controls]	NA	NA	NA	Intervertebral disc disorders	musculoskeletal
722.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Displacement of intervertebral disc	musculoskeletal
722.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Schmorl's nodes	musculoskeletal
722.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Degeneration of intervertebral disc	musculoskeletal
722.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Intervertebral disc disorder with myelopathy	musculoskeletal
722.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Postlaminectomy syndrome	musculoskeletal
722.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7560	11	7549	0.992841102	0.02255291	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other and unspecified disc disorder	musculoskeletal
723	rs4266947_T	NA	NA	NA	NA	NA	logistic	7550	1	7549	0.993159561	0.022516556	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of cervical region	musculoskeletal
723.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Torticollis	musculoskeletal
724	rs4266947_T	NA	NA	NA	NA	NA	logistic	7554	5	7549	0.993195373	0.022504633	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other and unspecified disorders of back	musculoskeletal
724.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7553	4	7549	0.993186437	0.022507613	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of sacrum	musculoskeletal
724.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7553	4	7549	0.993186437	0.022507613	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of coccyx	musculoskeletal
724.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other symptoms referable to back	musculoskeletal
724.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7550	1	7549	0.993159561	0.022516556	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other unspecified back disorders	musculoskeletal
726	rs4266947_T	NA	-0.456983481	0.357907906	0.6331908	0.201666288	logistic	7545	277	7268	0.991329636	0.022796554	37		FALSE	FALSE	FALSE	Peripheral enthesopathies and allied syndromes	musculoskeletal
726.1	rs4266947_T	NA	-0.496927695	0.50370615	0.608396972	0.323866804	logistic	7409	141	7268	0.991771943	0.022945067	35		FALSE	FALSE	FALSE	Enthesopathy	musculoskeletal
726.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7270	2	7268	0.992158701	0.023108666	35	 [Error: < 15  cases or controls]	NA	NA	NA	Synoviopathy	musculoskeletal
726.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7272	4	7268	0.992179695	0.02310231	35	 [Error: < 15  cases or controls]	NA	NA	NA	Bursitis	musculoskeletal
726.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7273	5	7268	0.991721364	0.023167881	35	 [Error: < 15  cases or controls]	NA	NA	NA	Calcaneal spur; Exostosis NOS	musculoskeletal
727	rs4266947_T	NA	-0.956605845	0.580283551	0.384194692	0.099247139	logistic	7433	165	7268	0.992475841	0.022803713	36		FALSE	FALSE	FALSE	"Other disorders of synovium, tendon, and bursa"	musculoskeletal
727.1	rs4266947_T	NA	-0.000220936	1.017271075	0.999779088	0.999826711	logistic	7291	23	7268	0.991917397	0.023110684	35		FALSE	FALSE	FALSE	Synovitis and tenosynovitis	musculoskeletal
727.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7268	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Bursitis disorders	musculoskeletal
727.4	rs4266947_T	NA	-16.36017375	1467.313682	7.85E-08	0.991103975	logistic	7312	44	7268	0.992588194	0.02297593	36		FALSE	FALSE	FALSE	"Ganglion and cyst of synovium, tendon, and bursa"	musculoskeletal
727.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7272	4	7268	0.991710338	0.023171067	35	 [Error: < 15  cases or controls]	NA	NA	NA	Rupture of synovium	musculoskeletal
727.6	rs4266947_T	NA	-1.474914799	1.000881072	0.22879822	0.140584893	logistic	7363	95	7268	0.992657018	0.022884694	35		FALSE	FALSE	FALSE	"Rupture of tendon, nontraumatic"	musculoskeletal
727.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7269	1	7268	0.992148183	0.023111845	35	 [Error: < 15  cases or controls]	NA	NA	NA	Contracture of tendon (sheath)	musculoskeletal
727.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7268	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Plica syndrome	musculoskeletal
728	rs4266947_T	NA	NA	NA	NA	NA	logistic	7269	1	7268	0.992148183	0.023111845	35	 [Error: < 15  cases or controls]	NA	NA	NA	"Disorders of muscle, ligament, and fascia"	musculoskeletal
728.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7268	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Muscular calcification and ossification	musculoskeletal
728.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7275	7	7268	0.991743374	0.023161512	35	 [Error: < 15  cases or controls]	NA	NA	NA	Laxity of ligament or hypermobility syndrome	musculoskeletal
728.7	rs4266947_T	NA	0.639287432	0.714717454	1.895129989	0.371074881	logistic	7290	22	7268	0.991424464	0.023182442	35		FALSE	FALSE	FALSE	Fasciitis	musculoskeletal
728.71	rs4266947_T	NA	NA	NA	NA	NA	logistic	7278	10	7268	0.991287342	0.023220665	35	 [Error: < 15  cases or controls]	NA	NA	NA	Contracture of palmar fascia [Dupuytren's disease]	musculoskeletal
729	rs4266947_T	NA	NA	NA	NA	NA	logistic	7275	7	7268	0.991743374	0.023161512	35	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of soft tissues	musculoskeletal
729.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7272	4	7268	0.991710338	0.023171067	35	 [Error: < 15  cases or controls]	NA	NA	NA	"Rheumatism, unspecified and fibrositis"	musculoskeletal
729.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7270	2	7268	0.992158701	0.023108666	35	 [Error: < 15  cases or controls]	NA	NA	NA	Panniculitis	musculoskeletal
729.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7268	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Nontraumatic compartment syndrome	musculoskeletal
731	rs4266947_T	NA	NA	NA	NA	NA	NA	7467	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	musculoskeletal
731.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7467	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Osteitis deformans [Paget's disease of bone]	musculoskeletal
732	rs4266947_T	NA	NA	NA	NA	NA	logistic	7471	4	7467	0.990472121	0.023022353	38	 [Error: < 15  cases or controls]	NA	NA	NA	Osteochondropathies	musculoskeletal
732.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7469	2	7467	0.990447828	0.023028518	38	 [Error: < 15  cases or controls]	NA	NA	NA	Juvenile osteochondrosis	musculoskeletal
732.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7467	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Osteochondritis dissecans	musculoskeletal
733	rs4266947_T	NA	NA	NA	NA	NA	logistic	7479	12	7467	0.991083861	0.022930873	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of bone and cartilage	musculoskeletal
733.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7470	3	7467	0.990980362	0.022958501	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cyst of bone	musculoskeletal
733.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7469	2	7467	0.99096879	0.022961575	38	 [Error: < 15  cases or controls]	NA	NA	NA	Aseptic necrosis of bone	musculoskeletal
733.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7473	6	7467	0.990496353	0.023016192	38	 [Error: < 15  cases or controls]	NA	NA	NA	Costochondritis	musculoskeletal
733.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7467	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Malunion and nonunion of fracture	musculoskeletal
733.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7470	3	7467	0.990980362	0.022958501	38	 [Error: < 15  cases or controls]	NA	NA	NA	Chondromalacia	musculoskeletal
735	rs4266947_T	NA	-0.270639635	0.50476667	0.762891366	0.591842586	logistic	7607	113	7494	0.989419709	0.022939398	38		FALSE	FALSE	FALSE	Acquired foot deformities	musculoskeletal
735.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7495	1	7494	0.990229065	0.023015344	38	 [Error: < 15  cases or controls]	NA	NA	NA	Flat foot	musculoskeletal
735.2	rs4266947_T	NA	-16.2250096	1496.878905	8.99E-08	0.991351718	logistic	7533	39	7494	0.990687913	0.022899243	38		FALSE	FALSE	FALSE	Acquired toe deformities	musculoskeletal
735.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7503	9	7494	0.990327468	0.022990804	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hammer toe (acquired)	musculoskeletal
735.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7494	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Claw toe (acquired)	musculoskeletal
735.23	rs4266947_T	NA	NA	NA	NA	NA	logistic	7508	14	7494	0.990388477	0.022975493	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hallux rigidus	musculoskeletal
735.3	rs4266947_T	NA	0.050947514	0.506456768	1.052267662	0.91987119	logistic	7577	83	7494	0.989020888	0.023030223	38		FALSE	FALSE	FALSE	Hallux valgus (Bunion)	musculoskeletal
736	rs4266947_T	NA	NA	NA	NA	NA	logistic	7507	13	7494	0.989829012	0.023045158	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other acquired deformities of limbs	musculoskeletal
736.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7496	2	7494	0.990241419	0.023012273	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired deformities of forearm	musculoskeletal
736.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7498	4	7494	0.990266081	0.023006135	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired deformities of finger	musculoskeletal
736.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7495	1	7494	0.990229065	0.023015344	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired deformities of hip	musculoskeletal
736.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7497	3	7494	0.990253757	0.023009204	38	 [Error: < 15  cases or controls]	NA	NA	NA	Genu valgum or varum (acquired)	musculoskeletal
736.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7495	1	7494	0.990229065	0.023015344	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired deformities of knee	musculoskeletal
736.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7494	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Unequal leg length (acquired)	musculoskeletal
737	rs4266947_T	NA	NA	NA	NA	NA	logistic	7498	4	7494	0.990266081	0.023006135	38	 [Error: < 15  cases or controls]	NA	NA	NA	Curvature of spine	musculoskeletal
737.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7494	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Kyphosis (acquired)	musculoskeletal
737.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7495	1	7494	0.990229065	0.023015344	38	 [Error: < 15  cases or controls]	NA	NA	NA	Lordosis (acquired)	musculoskeletal
737.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7497	3	7494	0.990253757	0.023009204	38	 [Error: < 15  cases or controls]	NA	NA	NA	Kyphoscoliosis and scoliosis	musculoskeletal
738	rs4266947_T	NA	-15.59360261	1453.439066	1.69E-07	0.99143985	logistic	7516	22	7494	0.990485308	0.022951038	38		FALSE	FALSE	FALSE	Other acquired musculoskeletal deformity	musculoskeletal
738.4	rs4266947_T	NA	-16.04807051	2263.408425	1.07E-07	0.994342868	logistic	7510	16	7494	0.990412774	0.022969374	38		FALSE	FALSE	FALSE	Acquired spondylolisthesis	musculoskeletal
739	rs4266947_T	NA	NA	NA	NA	NA	logistic	7497	3	7494	0.990253757	0.023009204	38	 [Error: < 15  cases or controls]	NA	NA	NA	Contracture of joint	musculoskeletal
740	rs4266947_T	NA	0.26882699	0.21055206	1.30842875	0.201682728	logistic	7649	440	7209	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Osteoarthrosis	musculoskeletal
740.1	rs4266947_T	NA	0.313810915	0.2106661	1.368630924	0.13632608	logistic	7633	424	7209	0.989182774	0.022926765	38		FALSE	FALSE	FALSE	Osteoarthritis; localized	musculoskeletal
740.11	rs4266947_T	NA	0.098742208	0.389785223	1.103781716	0.800017345	logistic	7348	139	7209	0.976418739	0.022523136	38		FALSE	FALSE	FALSE	"Osteoarthrosis, localized, primary"	musculoskeletal
740.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	7223	14	7209	0.977769432	0.022636024	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Osteoarthrosis, localized, secondary"	musculoskeletal
740.2	rs4266947_T	NA	-0.676903008	1.016254121	0.508188413	0.505362192	logistic	7247	38	7209	0.980428708	0.022423072	38		FALSE	FALSE	FALSE	"Osteoarthrosis, generalized"	musculoskeletal
740.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7209	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Osteoarthrosis involving more than one site, but not specified as generalized"	musculoskeletal
740.9	rs4266947_T	NA	-0.015731041	0.74508265	0.984392046	0.983155396	logistic	7243	34	7209	0.979320222	0.022504487	38		FALSE	FALSE	FALSE	Osteoarthrosis NOS	musculoskeletal
741	rs4266947_T	NA	-0.094782102	0.715525026	0.909571107	0.894616417	logistic	7630	45	7585	0.989142911	0.02293578	38		FALSE	FALSE	FALSE	Symptoms and disorders of the joints	musculoskeletal
741.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.989716646	0.022936989	38	 [Error: < 15  cases or controls]	NA	NA	NA	Ankylosis of joint	musculoskeletal
741.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7590	5	7585	0.989767603	0.022924901	38	 [Error: < 15  cases or controls]	NA	NA	NA	Stiffness of joint	musculoskeletal
741.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.989716646	0.022936989	38	 [Error: < 15  cases or controls]	NA	NA	NA	Difficulty in walking	musculoskeletal
741.4	rs4266947_T	NA	0.509515158	0.710223583	1.664483988	0.473126659	logistic	7611	26	7585	0.988887086	0.022993036	38		FALSE	FALSE	FALSE	Joint effusions	musculoskeletal
741.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.989716646	0.022936989	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hemarthrosis	musculoskeletal
741.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7585	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Villonodular synovitis	musculoskeletal
742	rs4266947_T	NA	-16.51288909	2351.489252	6.74E-08	0.994397052	logistic	7605	20	7585	0.989956499	0.022879684	38		FALSE	FALSE	FALSE	"Derangement of joint, non-traumatic"	musculoskeletal
742.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7586	1	7585	0.989716646	0.022936989	38	 [Error: < 15  cases or controls]	NA	NA	NA	Loose body in joint	musculoskeletal
742.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7591	6	7585	0.989780303	0.022921881	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Pathological, developmental or recurrent dislocation"	musculoskeletal
742.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7587	2	7585	0.989729408	0.022933966	38	 [Error: < 15  cases or controls]	NA	NA	NA	Articular cartilage disorder	musculoskeletal
742.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7596	11	7585	0.989843575	0.022906793	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other derangement of joint	musculoskeletal
743	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	5	7644	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Osteoporosis, osteopenia and pathological fracture"	musculoskeletal
743.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7644	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Osteoporosis	musculoskeletal
743.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7644	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Osteoporosis NOS	musculoskeletal
743.12	rs4266947_T	NA	NA	NA	NA	NA	NA	7644	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Senile osteoporosis	musculoskeletal
743.13	rs4266947_T	NA	NA	NA	NA	NA	NA	7644	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other specified osteoporosis	musculoskeletal
743.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7647	3	7644	0.989366918	0.022884791	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pathologic fracture	musculoskeletal
743.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7646	2	7644	0.989353867	0.022887784	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pathologic fracture of vertebrae	musculoskeletal
743.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7644	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pathologic fracture of femur	musculoskeletal
743.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7644	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Stress fracture	musculoskeletal
743.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7646	2	7644	0.989353867	0.022887784	38	 [Error: < 15  cases or controls]	NA	NA	NA	Osteopenia or other disorder of bone and cartilage	musculoskeletal
745	rs4266947_T	NA	0.673666798	0.273629775	1.961416269	0.013817833	logistic	7649	157	7492	0.989392973	0.022878808	38		TRUE	FALSE	FALSE	Pain in joint	musculoskeletal
747	rs4266947_T	NA	0.239294012	0.997968108	1.27035198	0.810499865	logistic	7649	18	7631	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Cardiac and circulatory congenital anomalies	congenital anomalies
747.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	14	7631	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cardiac congenital anomalies	congenital anomalies
747.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7642	11	7631	0.989301507	0.022899764	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cardiac shunt/ heart septal defect	congenital anomalies
747.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	7634	3	7631	0.989766508	0.022858266	38	 [Error: < 15  cases or controls]	NA	NA	NA	Valvular heart disease/ heart chambers	congenital anomalies
747.13	rs4266947_T	NA	NA	NA	NA	NA	logistic	7633	2	7631	0.989753864	0.02286126	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of great vessels	congenital anomalies
747.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7634	3	7631	0.989766508	0.022858266	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of peripheral vascular system	congenital anomalies
748	rs4266947_T	NA	NA	NA	NA	NA	NA	7645	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Anomalies of respiratory system, congenital"	congenital anomalies
749	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	4	7645	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of face and neck	congenital anomalies
749.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7607	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cleft palate	congenital anomalies
749.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7645	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital anomalies of skull and face bones	congenital anomalies
750	rs4266947_T	NA	NA	NA	NA	NA	logistic	7644	4	7640	0.989327719	0.022893773	38	 [Error: < 15  cases or controls]	NA	NA	NA	Digestive congenital anomalies	congenital anomalies
750.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7643	3	7640	0.989314621	0.022896768	38	 [Error: < 15  cases or controls]	NA	NA	NA	Upper gastrointestinal congenital anomalies	congenital anomalies
750.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7641	1	7640	0.989288378	0.022902761	38	 [Error: < 15  cases or controls]	NA	NA	NA	Esophageal atresia/tracheoesophageal fistula	congenital anomalies
750.13	rs4266947_T	NA	NA	NA	NA	NA	logistic	7643	3	7640	0.989314621	0.022896768	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of mouth/tongue	congenital anomalies
750.14	rs4266947_T	NA	NA	NA	NA	NA	NA	7640	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital anomalies of esophagus	congenital anomalies
750.15	rs4266947_T	NA	NA	NA	NA	NA	NA	7640	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital anomalies of stomach	congenital anomalies
750.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7641	1	7640	0.989288378	0.022902761	38	 [Error: < 15  cases or controls]	NA	NA	NA	Lower gastrointestinal congenital anomalies	congenital anomalies
750.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7641	1	7640	0.989288378	0.022902761	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of intestine	congenital anomalies
750.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7640	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"	congenital anomalies
750.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7640	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital hypertrophic pyloric stenosis	congenital anomalies
751	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	5	7640	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Genitourinary congenital anomalies	congenital anomalies
751.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7644	4	7640	0.989327719	0.022893773	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of genital organs	congenital anomalies
751.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	3525	1	3524	0.999771795	0.020851064	16	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of female genital organs	congenital anomalies
751.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	4119	3	4116	0.253603691	0.024641903	22	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of male genital organs	congenital anomalies
751.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7641	1	7640	0.989288378	0.022902761	38	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of urinary system	congenital anomalies
